Type	Shape	Chr	Start	End	color
Boardwalk Empire	circle	5	129478003	129478093	984ea3
Boardwalk Empire	circle	5	150837212	150837331	984ea3
Boardwalk Empire	circle	5	155205024	155205142	984ea3
Boardwalk Empire	circle	6	108680297	108680410	984ea3
Boardwalk Empire	circle	6	110181045	110181151	984ea3
Boardwalk Empire	circle	6	121049465	121049587	984ea3
Boardwalk Empire	circle	6	129856210	129856327	984ea3
Boardwalk Empire	circle	6	134619865	134619974	984ea3
Boardwalk Empire	circle	6	161127500	161127606	984ea3
Boardwalk Empire	circle	6	165743040	165743155	984ea3
Boardwalk Empire	circle	7	120408733	120408843	984ea3
Boardwalk Empire	circle	7	120510989	120511103	984ea3
Boardwalk Empire	circle	7	129454352	129454473	984ea3
Boardwalk Empire	circle	8	108965897	108966015	984ea3
Boardwalk Empire	circle	8	120972538	120972650	984ea3
Boardwalk Empire	circle	9	108645850	108645968	984ea3
Boardwalk Empire	circle	9	110794509	110794670	984ea3
Boardwalk Empire	circle	10	108719768	108719880	984ea3
Boardwalk Empire	circle	10	109211307	109211417	984ea3
Boardwalk Empire	circle	10	112510889	112511004	984ea3
Boardwalk Empire	circle	11	108496814	108496923	984ea3
Boardwalk Empire	circle	11	110416031	110416142	984ea3
Boardwalk Empire	circle	11	111304333	111304442	984ea3
Boardwalk Empire	circle	12	122333415	122333534	984ea3
Boardwalk Empire	circle	12	130350137	130350249	984ea3
Boardwalk Empire	circle	12	130711560	130711672	984ea3
Boardwalk Empire	circle	23	110799712	110799832	984ea3
Boardwalk Empire	circle	23	134389758	134389876	984ea3
Boardwalk Empire	circle	23	149945424	149945536	984ea3
